analyst,row,test_id,labelled_as,actual_identity,identified_as,starch_present,sample_id,date_analyzed,comments
Analyst 31,12.0,T31-1Z5W,Amoxicillin,Amoxicillin,Suspicious,,35050,2018-12-09 00:00:00,
Analyst 31,13.0,T31-XCVI,Amoxicillin,Amoxicillin,Amoxicillin,,32087,27/8/2018,
Analyst 31,14.0,T31-TNBV,Amoxicillin,Amoxicillin,Amoxicillin,,32086,27/8/2018,
Analyst 31,15.0,T31-PFET,Amoxicillin,Amoxicillin,Amoxicillin,,35182,2018-12-09 00:00:00,
Analyst 31,16.0,T31-8ZSN,Amoxicillin,Amoxicillin,Amoxicillin,,35713,17/8/2018,
Analyst 31,17.0,T31-W73W,Amoxicillin,Amoxicillin,Amoxicillin,,35717,18/8/2018,
Analyst 31,18.0,T31-BI04,Amoxicillin,Vitamin C,Suspicious,,31802,27/8/2018,
Analyst 31,19.0,T31-13L1,Amoxicillin,Vitamin C,Suspicious,,31800,27/8/2018,
Analyst 31,20.0,T31-B2YZ,Amoxicillin,Vitamin C,Suspicious,,35176,2018-12-09 00:00:00,
Analyst 31,21.0,T31-RV0Z,Amoxicillin,Vitamin C,Suspicious,,31801,27/8/2018,
Analyst 31,22.0,T31-938C,Amoxicillin,Vitamin C,Suspicious,,30411,17/8/2018,
Analyst 31,23.0,T31-DQLZ,Amoxicillin,Vitamin C,Suspicious,,35177,2018-12-09 00:00:00,
Analyst 31,24.0,T31-CY20,Amoxicillin,Vitamin C,Suspicious,,30328,17/8/2018,
Analyst 31,25.0,T31-DJL1,Amoxicillin,Lactose,Suspicious,,35719,17/8/2018,
Analyst 31,26.0,T31-377W,Amoxicillin,Lactose,Suspicious,,35180,2018-12-09 00:00:00,
Analyst 31,27.0,T31-BJ3Q,Amoxicillin,Lactose,Suspicious,,31807,27/8/2018,
Analyst 31,28.0,T31-5AOQ,Amoxicillin,Lactose,Suspicious,,31806,27/8/2018,
Analyst 31,29.0,T31-6TA2,Amoxicillin,Lactose,Suspicious,,35712,17/8/2018,
Analyst 31,30.0,T31-IDAA,Amoxicillin,Lactose,Suspicious,,35181,2018-12-09 00:00:00,
Analyst 31,31.0,T31-T3138,Paracetamol,Paracetamol,Paracetamol,,35046,13/9/2018,
Analyst 31,32.0,T31-7D72,Paracetamol,Paracetamol,Paracetamol,,35285,13/9/2018,
Analyst 31,33.0,T31-W4MK,Paracetamol,Paracetamol,Paracetamol,,29686,2018-04-09 00:00:00,
Analyst 31,34.0,T31-3XUQ,Paracetamol,Paracetamol,Paracetamol,,35041,13/9/2018,
Analyst 31,35.0,T31-E93L,Paracetamol,Paracetamol,Paracetamol,,31629,2018-04-09 00:00:00,
Analyst 31,36.0,T31-1K19,Paracetamol,Paracetamol,Paracetamol,,35700,18/8/2018,
Analyst 31,37.0,T31-154E,Paracetamol,Paracetamol,Paracetamol,,29687,2018-04-09 00:00:00,
Analyst 31,38.0,T31-353F,Paracetamol,Paracetamol,Paracetamol,,35703,18/8/2018,
Analyst 31,39.0,T31-FQ7I,Paracetamol,Paracetamol,Paracetamol,,35284,13/9/2018,
Analyst 31,40.0,T31-EVEV,Paracetamol,Paracetamol,Paracetamol,,35701,18/8/2018,
Analyst 31,41.0,T31-7GRO,Paracetamol,Paracetamol,Paracetamol,,35287,13/9/2018,
Analyst 31,42.0,T31-50N9,Paracetamol,Paracetamol,Paracetamol,,35696,18/8/2018,
Analyst 31,43.0,T31-VIWM,Paracetamol,Paracetamol,Paracetamol,,29400,2018-04-09 00:00:00,
Analyst 31,44.0,T31-1LVA,Paracetamol,Paracetamol,Paracetamol,,35044,13/9/2018,
Analyst 31,45.0,T31-OFCR,Paracetamol,Paracetamol,Paracetamol,,35047,13/9/2018,
Analyst 31,46.0,T31-GQWN,Paracetamol,Paracetamol,Paracetamol,,35282,13/9/2018,
Analyst 31,47.0,T31-M1IB,Paracetamol,Paracetamol Starch,Paracetamol Starch,,35281,13/9/2018,
Analyst 31,48.0,T31-7YW8,Paracetamol,Paracetamol Starch,Paracetamol Starch,Yes,35702,18/8/2018,
Analyst 31,49.0,T31-NJ27,Paracetamol,Paracetamol Starch,Paracetamol Starch,Yes,31628,2018-04-09 00:00:00,
Analyst 31,50.0,T31-TYS6,Paracetamol,Paracetamol Starch,Paracetamol Starch,Yes,31627,2018-04-09 00:00:00,
Analyst 31,51.0,T31-HJ1X,Paracetamol,Paracetamol Starch,Paracetamol Starch,,35280,13/9/2018,
Analyst 31,52.0,T31-OVPI,Paracetamol,Vitamin C,Suspicious,,31638,2018-04-09 00:00:00,
Analyst 31,53.0,T31-1TIP,Paracetamol,Vitamin C,Suspicious,,35698,18/8/2018,
Analyst 31,54.0,T31-6U5F,Paracetamol,Vitamin C,Suspicious,,31631,2018-04-09 00:00:00,
Analyst 31,55.0,T31-P0RN,Paracetamol,Vitamin C,Suspicious,,35697,18/8/2018,
Analyst 31,56.0,T31-B5ZG,Paracetamol,Vitamin C,Suspicious,,35053,13/9/2018,
Analyst 31,57.0,T31-MLOX,Paracetamol,Vitamin C,Suspicious,,35054,13/9/2018,
Analyst 31,58.0,T31-8SBK,Paracetamol,Vitamin C,Suspicious,,35716,18/8/2018,
Analyst 31,59.0,T31-N7FM,Paracetamol,Vitamin C,Suspicious,,31631,2018-04-09 00:00:00,
Analyst 31,60.0,T31-8SSY,Paracetamol,Vitamin C,Suspicious,,35699,18/8/2018,
Analyst 31,61.0,T31-ZWIF,Benzyl Penicillin,Benzyl Penicillin ,Suspicious,,34042,17/9/2018,
Analyst 31,62.0,T31-G0NG,Benzyl Penicillin,Benzyl Penicillin ,Benzyl Penicillin,,34044,17/9/2018,
Analyst 31,63.0,T31-X4ZN,Benzyl Penicillin,Benzyl Penicillin ,Benzyl Penicillin,,30160,28/8/2018,
Analyst 31,64.0,T31-E87D,Benzyl Penicillin,Benzyl Penicillin ,Benzyl Penicillin,,30162,28/8/2018,
Analyst 31,65.0,T31-166I,Benzyl Penicillin,Benzyl Penicillin ,Benzyl Penicillin,,30022,28/8/2018,
Analyst 31,66.0,T31-18JG,Benzyl Penicillin,Benzyl Penicillin ,Benzyl Penicillin,,34043,17/9/2018,
Analyst 31,67.0,T31-3ZL6,Benzyl Penicillin,Benzyl Penicillin ,Benzyl Penicillin,,30023,28/8/2018,
Analyst 31,68.0,T31-3HJJ,Benzyl Penicillin,Benzyl Penicillin ,Benzyl Penicillin,,31890,22/8/2018,
Analyst 31,69.0,T31-8MH6,Benzyl Penicillin,Benzyl Penicillin ,Suspicious,,29684,28/8/2018,
Analyst 31,70.0,T31-N0EJ,Benzyl Penicillin,Benzyl Penicillin ,Benzyl Penicillin,,31892,22/8/2018,
Analyst 31,71.0,T31-YV2E,Benzyl Penicillin,Benzyl Penicillin ,Benzyl Penicillin,,31891,22/8/2018,
Analyst 31,72.0,T31-UYWV,Benzyl Penicillin,Benzyl Penicillin ,Benzyl Penicillin,,29683,28/8/2018,
Analyst 31,73.0,T31-Z633,Benzyl Penicillin,Benzyl Penicillin ,Benzyl Penicillin,,34039,17/9/2018,
Analyst 31,74.0,T31-V2UL,Benzyl Penicillin,Benzyl Penicillin ,Benzyl Penicillin,,31889,22/8/2018,
Analyst 31,75.0,T31-QI4K,Benzyl Penicillin,Benzyl Penicillin ,Benzyl Penicillin,,34018,17/9/2018,
Analyst 31,76.0,T31-T9B8,Benzyl Penicillin,Vitamin C,Suspicious,,34019,17/9/2018,
Analyst 31,77.0,T31-Q1L5,Benzyl Penicillin,Vitamin C,Suspicious,,30021,28/8/2018,
Analyst 31,78.0,T31-FRPM,Benzyl Penicillin,Vitamin C,Suspicious,,32083,22/8/2018,
Analyst 31,79.0,T31-68YR,Benzyl Penicillin,Vitamin C,Suspicious,,34020,17/9/2018,
Analyst 31,80.0,T31-FJH1,Benzyl Penicillin,Vitamin C,Suspicious,,34040,17/9/2018,
Analyst 31,81.0,T31-Y5YJ,Benzyl Penicillin,Vitamin C,Suspicious,,31895,22/8/2018,
Analyst 31,82.0,T31-BI2T,Benzyl Penicillin,Vitamin C,Suspicious,,32463,2018-06-09 00:00:00,
Analyst 31,83.0,T31-1KGW,Benzyl Penicillin,Vitamin C,Suspicious,,34041,17/9/2018,
Analyst 31,84.0,T31-IEHR,Benzyl Penicillin,Vitamin C,Suspicious,,32084,22/8/2018,
Analyst 31,85.0,T31-ET316,Benzyl Penicillin,Vitamin C,Suspicious,,32085,22/8/2018,
Analyst 31,86.0,T31-WVLB,Benzyl Penicillin,Lactose,Suspicious,,30161,28/8/2018,
Analyst 31,87.0,T31-GLZS,Benzyl Penicillin,Lactose,Suspicious,,31881,28/8/2018,
Analyst 31,88.0,T31-0Y3D,Benzyl Penicillin,Lactose,Suspicious,,31880,28/8/2018,
Analyst 31,89.0,T31-D4OG,Benzyl Penicillin,Lactose,Suspicious,,31893,22/8/2018,
Analyst 31,90.0,T31-ZGE6,Benzyl Penicillin,Lactose,Suspicious,,31894,22/8/2018,
Analyst 31,91.0,T31-OM07,Penicillin Procaine,Penicillin Procaine,Suspicious,,31665,2018-06-09 00:00:00,
Analyst 31,92.0,T31-BGQ8,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,30409,17/8/2018,
Analyst 31,93.0,T31-ATBB,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,30352,17/8/2018,
Analyst 31,94.0,T31-ZEPZ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,30354,17/8/2018,
Analyst 31,95.0,T31-1BJ7,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,31636,2018-06-09 00:00:00,
Analyst 31,96.0,T31-6O2C,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,31637,2018-04-09 00:00:00,
Analyst 31,97.0,T31-D5Y8,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,30353,17/8/2018,
Analyst 31,98.0,T31-GEWT,Penicillin Procaine,Penicillin Procaine,Suspicious,,34021,19/9/2018,
Analyst 31,99.0,T31-1GTU,Penicillin Procaine,Penicillin Procaine,Suspicious,,30356,17/8/2018,
Analyst 31,100.0,T31-9HEU,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,30410,17/8/2018,
Analyst 31,101.0,T31-6ZU9,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,31635,2018-04-09 00:00:00,
Analyst 31,102.0,T31-5BQL,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,30395,17/8/2018,
Analyst 31,103.0,T31-4A5W,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,30355,17/8/2018,
Analyst 31,104.0,T31-KIF5,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,30359,17/8/2018,
Analyst 31,105.0,T31-WPDJ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,30357,17/8/2018,
Analyst 31,106.0,T31-T1GV,Penicillin Procaine,Vitamin C,Suspicious,,34024,19/9/2018,
Analyst 31,107.0,T31-C31K,Penicillin Procaine,Vitamin C,Suspicious,,34023,19/9/2018,
Analyst 31,108.0,T31-85LY,Penicillin Procaine,Vitamin C,Suspicious,,34028,19/9/2018,
Analyst 31,109.0,T31-AVQD,Penicillin Procaine,Vitamin C,Suspicious,,34025,19/9/2018,
Analyst 31,110.0,T31-NMY9,Penicillin Procaine,Vitamin C,Suspicious,,30398,17/8/2018,
Analyst 31,111.0,T31-YS6V,Penicillin Procaine,Vitamin C,Suspicious,,30399,17/8/2018,
Analyst 31,112.0,T31-TMS5,Penicillin Procaine,Vitamin C,Suspicious,,31666,2018-06-09 00:00:00,
Analyst 31,113.0,T31-JR0Y,Penicillin Procaine,Vitamin C,Suspicious,,34037,19/9/2018,
Analyst 31,114.0,T31-8A77,Penicillin Procaine,Vitamin C,Suspicious,,34038,19/9/2018,
Analyst 31,115.0,T31-URD4,Penicillin Procaine,Vitamin C,Suspicious,,34026,19/9/2018,
Analyst 31,116.0,T31-V32Y,Penicillin Procaine,Starch,Suspicious,Yes,30358,17/8/2018,
Analyst 31,117.0,T31-Z0CK,Penicillin Procaine,Starch,Suspicious,Yes,31634,2018-04-09 00:00:00,
Analyst 31,118.0,T31-YBR5,Penicillin Procaine,Starch,Suspicious,Yes,31664,2018-06-09 00:00:00,
Analyst 31,119.0,T31-4CFL,Penicillin Procaine,Starch,Suspicious,Yes,34027,19/9/2018,
Analyst 31,120.0,T31-9N0D,Penicillin Procaine,Starch,Suspicious,,34022,19/9/2018,
Analyst 31,121.0,T31-10BY,Quinine ,Quinine,Quinine,,29405,31/8/2018,
Analyst 31,122.0,T31-N8EN,Quinine ,Quinine,Quinine,,29404,31/8/2018,
Analyst 31,123.0,T31-LG6D,Quinine ,Quinine,Quinine,,30331,20/8/2018,
Analyst 31,124.0,T31-5F8W,Quinine ,Quinine,Quinine,,34033,20/9/2018,
Analyst 31,125.0,T31-8NUM,Quinine ,Quinine,Quinine,,32463,31/8/2018,
Analyst 31,126.0,T31-L1L8,Quinine ,Quinine,Quinine,,34032,20/9/2018,
Analyst 31,127.0,T31-QFE3,Quinine ,Quinine,Quinine,,30333,20/8/2018,
Analyst 31,128.0,T31-QS0H,Quinine ,Quinine,Quinine,,30394,20/8/2018,
Analyst 31,129.0,T31-AJEF,Quinine ,Quinine,Quinine,,30084,31/8/2018,
Analyst 31,130.0,T31-G3C1,Quinine ,Quinine,Quinine,,31675,20/9/2018,
Analyst 31,131.0,T31-XJHD,Quinine ,Quinine,Quinine,,30397,20/8/2018,
Analyst 31,132.0,T31-GM2V,Quinine ,Quinine,Quinine,,30393,20/8/2018,
Analyst 31,133.0,T31-WCWR,Quinine ,Quinine,Quinine,,29403,31/8/2018,
Analyst 31,134.0,T31-CUGV,Quinine ,Quinine,Quinine,,34029,20/9/2018,
Analyst 31,135.0,T31-MIFF,Quinine ,Quinine,Quinine,,30329,20/8/2018,
Analyst 31,136.0,T31-X7T7,Quinine ,Cellulose,Suspicious,,31903,20/8/2018,
Analyst 31,137.0,T31-R62D,Quinine ,Cellulose,Suspicious,,34036,20/9/2018,
Analyst 31,138.0,T31-JO1Z,Quinine ,Cellulose,Suspicious,,34035,20/9/2018,
Analyst 31,139.0,T31-9IFZ,Quinine ,Cellulose,Suspicious,,31888,20/8/2018,
Analyst 31,140.0,T31-AVZ7,Quinine ,Cellulose,Suspicious,,30330,20/8/2018,
Analyst 31,141.0,T31-LQEB,Quinine ,Cellulose,Suspicious,,29401,31/8/2018,
Analyst 31,142.0,T31-1D1L,Quinine ,Cellulose,Suspicious,,29402,31/8/2018,
Analyst 31,143.0,T31-3K2V,Quinine ,Starch,Suspicious,Yes,30085,31/8/2018,
Analyst 31,144.0,T31-10RL,Quinine ,Starch,Suspicious,Yes,32462,31/8/2018,
Analyst 31,145.0,T31-BX5H,Quinine ,Starch,Suspicious,Yes,34030,20/9/2018,
Analyst 31,146.0,T31-5DYY,Quinine ,Starch,Suspicious,Yes,30334,20/8/2018,
Analyst 31,147.0,T31-1X59,Quinine ,Starch,Suspicious,Yes,29685,31/8/2018,
Analyst 31,148.0,T31-NHUB,Quinine ,Starch,Suspicious,Yes,32460,31/8/2018,
Analyst 31,149.0,T31-IMJU,Quinine ,Lactose,Suspicious,,32459,29/8/2018,
Analyst 31,150.0,T31-WIMT,Quinine ,Lactose,Suspicious,,30332,20/8/2018,
Analyst 32,1.0,T32-9J6Y,Amoxicillin,Amoxicillin,Amoxicillin,,35022,2018-04-09 00:00:00,
Analyst 32,2.0,T32-BIJW,Amoxicillin,Amoxicillin,Amoxicillin,,36229,2018-10-09 00:00:00,
Analyst 32,3.0,T32-Q92I,Amoxicillin,Amoxicillin,Amoxicillin,,34750,2018-10-09 00:00:00,
Analyst 32,4.0,T32-XADZ,Amoxicillin,Amoxicillin,Amoxicillin,,32590,2018-04-09 00:00:00,
Analyst 32,5.0,T32-4EEZ,Amoxicillin,Amoxicillin,Amoxicillin,,36308,2018-10-09 00:00:00,
Analyst 32,6.0,T32-RFVO,Amoxicillin,Amoxicillin,Amoxicillin,,35114,2018-10-09 00:00:00,
Analyst 32,7.0,T32-H0TM,Amoxicillin,Amoxicillin,Amoxicillin,,36299,2018-10-09 00:00:00,
Analyst 32,8.0,T32-QPVY,Amoxicillin,Amoxicillin,Amoxicillin,,34298,2018-10-09 00:00:00,
Analyst 32,9.0,T32-JLF3,Amoxicillin,Amoxicillin,Amoxicillin,,35113,2018-10-09 00:00:00,
Analyst 32,10.0,T32-C5RD,Amoxicillin,Amoxicillin,Amoxicillin,,34296,2018-10-09 00:00:00,
Analyst 32,11.0,T32-5RMF,Amoxicillin,Amoxicillin,Amoxicillin,,34744,22/8/2018,
Analyst 32,12.0,T32-IOT4,Amoxicillin,Amoxicillin,Amoxicillin,,36230,2018-10-09 00:00:00,
Analyst 32,13.0,T32-PYAQ,Amoxicillin,Amoxicillin,Amoxicillin,,34297,2018-10-09 00:00:00,
Analyst 32,14.0,T32-SW4L,Amoxicillin,Amoxicillin,Amoxicillin,,36225,2018-10-09 00:00:00,
Analyst 32,15.0,T32-0C95,Amoxicillin,Amoxicillin,Amoxicillin,,34745,22/8/2018,
Analyst 32,16.0,T32-PP2W,Amoxicillin,Paracetamol Starch,Suspicious,,34751,22/8/2018,
Analyst 32,17.0,T32-OT77,Amoxicillin,Starch,Suspicious,Yes,35115,2018-10-09 00:00:00,
Analyst 32,18.0,T32-9MZZ,Amoxicillin,Starch,Suspicious,Yes,36228,2018-10-09 00:00:00,
Analyst 32,19.0,T32-9PWF,Amoxicillin,Starch,Suspicious,Yes,35112,2018-10-09 00:00:00,
Analyst 32,20.0,T32-MFTZ,Amoxicillin,Starch,Suspicious,Yes,36231,2018-10-09 00:00:00,
Analyst 32,21.0,T32-ZAQZ,Amoxicillin,Cellulose,Suspicious,,36211,2018-10-09 00:00:00,
Analyst 32,22.0,T32-TUK2,Amoxicillin,Lactose,Suspicious,,36224,2018-10-09 00:00:00,
Analyst 32,23.0,T32-8R0N,Amoxicillin,Lactose,Suspicious,,30032,2018-04-09 00:00:00,
Analyst 32,24.0,T32-H17C,Amoxicillin,Vitamin C,Suspicious,,35130,22/8/2018,
Analyst 32,25.0,T32-7T4V,Amoxicillin,Vitamin C,Suspicious,,36213,2018-10-09 00:00:00,
Analyst 32,26.0,T32-W444,Amoxicillin,Vitamin C,Suspicious,,39133,2018-10-09 00:00:00,
Analyst 32,27.0,T32-T2C1,Amoxicillin,Vitamin C,Suspicious,,34265,22/8/2018,
Analyst 32,28.0,T32-GFY3,Amoxicillin,Vitamin C,Suspicious,,30033,2018-04-09 00:00:00,
Analyst 32,29.0,T32-3O00,Amoxicillin,Vitamin C,Suspicious,,34204,2018-10-09 00:00:00,
Analyst 32,30.0,T32-C7T2,Amoxicillin,Vitamin C,Suspicious,,32276,2018-04-09 00:00:00,
Analyst 32,31.0,T32-H2R6,Paracetamol,Paracetamol,Paracetamol,,35013,2018-04-09 00:00:00,
Analyst 32,32.0,T32-UD6D,Paracetamol,Paracetamol,Paracetamol,,32432,18/8/2018,
Analyst 32,33.0,T32-5ZCD,Paracetamol,Paracetamol,Paracetamol,,35012,2018-04-09 00:00:00,
Analyst 32,34.0,T32-0KUI,Paracetamol,Paracetamol,Suspicious,,34290,2018-10-09 00:00:00,
Analyst 32,35.0,T32-O91W,Paracetamol,Paracetamol,Suspicious,,34294,2018-10-09 00:00:00,
Analyst 32,36.0,T32-0YR4,Paracetamol,Paracetamol,Paracetamol,,36209,2018-10-09 00:00:00,
Analyst 32,37.0,T32-K1DG,Paracetamol,Paracetamol,Paracetamol,,36214,2018-10-09 00:00:00,
Analyst 32,38.0,T32-B6VJ,Paracetamol,Paracetamol,Paracetamol,,36215,2018-10-09 00:00:00,
Analyst 32,39.0,T32-6RYH,Paracetamol,Paracetamol,Paracetamol,,32911,18/8/2018,
Analyst 32,40.0,T32-XPEW,Paracetamol,Paracetamol,Suspicious,,34293,2018-10-09 00:00:00,
Analyst 32,41.0,T32-GOOM,Paracetamol,Paracetamol,Paracetamol,,36309,2018-10-09 00:00:00,
Analyst 32,42.0,T32-K0UR,Paracetamol,Paracetamol,Paracetamol,,36208,2018-10-09 00:00:00,
Analyst 32,43.0,T32-0VPO,Paracetamol,Paracetamol,Paracetamol,,35000,2018-04-09 00:00:00,
Analyst 32,44.0,T32-X62S,Paracetamol,Paracetamol,Paracetamol,,35002,2018-04-09 00:00:00,
Analyst 32,45.0,T32-JEXR,Paracetamol,Paracetamol,Paracetamol,,32908,18/8/2018,
Analyst 32,46.0,T32-HUQO,Paracetamol,Paracetamol,Paracetamol,,35189,2018-04-09 00:00:00,
Analyst 32,47.0,T32-A7IZ,Paracetamol,Starch,Suspicious,Yes,34289,2018-10-09 00:00:00,
Analyst 32,48.0,T32-1H6P,Paracetamol,Starch,Suspicious,Yes,34291,2018-10-09 00:00:00,
Analyst 32,49.0,T32-7RUS,Paracetamol,Starch,Suspicious,Yes,34295,2018-10-09 00:00:00,
Analyst 32,50.0,T32-ABVY,Paracetamol,Starch,Paracetamol Starch,Yes,32581,18/8/2018,
Analyst 32,51.0,T32-XQ2W,Paracetamol,Paracetamol Starch,Paracetamol Starch,Yes,32910,18/8/2018,
Analyst 32,52.0,T32-TETZ,Paracetamol,Paracetamol Starch,Paracetamol Starch,Yes,36212,2018-10-09 00:00:00,
Analyst 32,53.0,T32-4219,Paracetamol,Paracetamol Starch,Paracetamol Starch,Yes,32433,18/8/2018,
Analyst 32,54.0,T32-KMZE,Paracetamol,Vitamin C,Suspicious,,36296,2018-04-09 00:00:00,
Analyst 32,55.0,T32-0DFT,Paracetamol,Vitamin C,Suspicious,,29882,2018-04-09 00:00:00,
Analyst 32,56.0,T32-8T3E,Paracetamol,Vitamin C,Suspicious,,36306,2018-10-09 00:00:00,
Analyst 32,57.0,T32-VEBH,Paracetamol,Vitamin C,Suspicious,,36307,2018-10-09 00:00:00,
Analyst 32,58.0,T32-WHPE,Paracetamol,Vitamin C,Suspicious,,29881,2018-04-09 00:00:00,
Analyst 32,59.0,T32-AOQ5,Paracetamol,Cellulose,Suspicious,,36297,2018-04-09 00:00:00,
Analyst 32,60.0,T32-CLQP,Paracetamol,Cellulose,Paracetamol,,36298,2018-04-09 00:00:00,
Analyst 32,61.0,T32-BO5N,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicllin,,35004,2018-04-09 00:00:00,
Analyst 32,62.0,T32-8RBZ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicllin,,30026,18/8/2018,
Analyst 32,63.0,T32-W0HL,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicllin,,35129,2018-04-09 00:00:00,
Analyst 32,64.0,T32-E7VN,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicllin,,35018,2018-04-09 00:00:00,
Analyst 32,65.0,T32-GRFL,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicllin,,35023,2018-04-09 00:00:00,
Analyst 32,66.0,T32-M2P6,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicllin,,34266,2018-11-09 00:00:00,
Analyst 32,67.0,T32-5DN6,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicllin,,35019,2018-04-09 00:00:00,
Analyst 32,68.0,T32-4JZ5,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicllin,,35128,2018-04-09 00:00:00,
Analyst 32,69.0,T32-XQGH,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicllin,,32588,2018-04-09 00:00:00,
Analyst 32,70.0,T32-X7JZ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicllin,,30027,18/8/2018,
Analyst 32,71.0,T32-LOVH,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicllin,,30017,18/8/2018,
Analyst 32,72.0,T32-2GAH,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicllin,,30029,18/8/2018,
Analyst 32,73.0,T32-CP65,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicllin,,35031,2018-04-09 00:00:00,
Analyst 32,74.0,T32-2JGC,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicllin,,30025,18/8/2018,
Analyst 32,75.0,T32-QNTX,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicllin,,35017,2018-04-09 00:00:00,
Analyst 32,76.0,T32-CZYG,Benzyl Penicillin,Penicillin Procaine,Suspicious,,34299,2018-11-09 00:00:00,
Analyst 32,77.0,T32-SM0O,Benzyl Penicillin,Lactose,Suspicious,,35187,2018-04-09 00:00:00,
Analyst 32,78.0,T32-GBY3,Benzyl Penicillin,Vitamin C,Suspicious,,34811,22/8/2018,
Analyst 32,79.0,T32-IWHA,Benzyl Penicillin,Vitamin C,Suspicious,,32277,2018-04-09 00:00:00,
Analyst 32,80.0,T32-GYEN,Benzyl Penicillin,Vitamin C,Suspicious,,34288,2018-11-09 00:00:00,
Analyst 32,81.0,T32-H18V,Benzyl Penicillin,Vitamin C,Suspicious,,29880,2018-04-09 00:00:00,
Analyst 32,82.0,T32-69FX,Benzyl Penicillin,Vitamin C,Suspicious,,34808,22/8/2018,
Analyst 32,83.0,T32-KQKA,Benzyl Penicillin,Vitamin C,Suspicious,,32275,2018-04-09 00:00:00,
Analyst 32,84.0,T32-A82I,Benzyl Penicillin,Cellulose,Suspicious,,32272,2018-04-09 00:00:00,
Analyst 32,85.0,T32-LH2B,Benzyl Penicillin,Cellulose,Suspicious,,29885,2018-04-09 00:00:00,
Analyst 32,86.0,T32-XYDO,Benzyl Penicillin,Cellulose,Suspicious,,34810,22/8/2018,
Analyst 32,87.0,T32-5AP4,Benzyl Penicillin,Paracetamol Starch,Suspicious,,34748,2018-10-09 00:00:00,
Analyst 32,88.0,T32-9UE6,Benzyl Penicillin,Starch,Suspicious,Yes,30024,18/8/2018,
Analyst 32,89.0,T32-K7UF,Benzyl Penicillin,Starch,Suspicious,Yes,35186,2018-04-09 00:00:00,
Analyst 32,90.0,T32-K79Y,Benzyl Penicillin,Starch,Suspicious,Yes,30028,18/8/2018,
Analyst 32,91.0,T32-2LDR,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,32438,20/8/2018,
Analyst 32,92.0,T32-KHS8,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,35190,2018-04-09 00:00:00,
Analyst 32,93.0,T32-7202,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,32435,20/8/2018,
Analyst 32,94.0,T32-SXQO,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,32436,20/8/2018,
Analyst 32,95.0,T32-8BZO,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,35191,2018-04-09 00:00:00,
Analyst 32,96.0,T32-JTNO,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,35011,2018-04-09 00:00:00,
Analyst 32,97.0,T32-5PKV,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,32434,20/8/2018,
Analyst 32,98.0,T32-BDPH,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,34804,20/8/2018,
Analyst 32,99.0,T32-34SS,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,34800,22/8/2018,
Analyst 32,100.0,T32-F3KG,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,32439,20/8/2018,
Analyst 32,101.0,T32-KREI,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,34746,22/8/2018,Lane D and E faint
Analyst 32,102.0,T32-7XTN,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,35009,2018-04-09 00:00:00,
Analyst 32,103.0,T32-ENMC,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,34933,22/8/2018,
Analyst 32,104.0,T32-ZMWF,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,34928,22/8/2018,
