"id","sample_id","sample_name","sample_actual","quantity","quantity_actual","user_name","test_id","project"
"11286","34524","Quinine ","Starch","100","100","Analyst 34","T34-YRX9","MSH Tanzania"
"11287","34880","Quinine ","Quinine ","100","100","Analyst 34","T34-HJWM","MSH Tanzania"
"11288","34541","Amoxicillin","Amoxicillin","100","100","Analyst 34","T34-D6R0","MSH Tanzania"
"11289","34543","Benzyl Penicillin","Lactose","100","100","Analyst 34","T34-RAC7","MSH Tanzania"
"11290","34521","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 34","T34-MGH6","MSH Tanzania"
"11291","34485","Amoxicillin","Vitamin C","100","100","Analyst 34","T34-9JMA","MSH Tanzania"
"11292","34911","Quinine ","Quinine ","100","100","Analyst 34","T34-I5CS","MSH Tanzania"
"11293","34884","Quinine ","Quinine ","100","100","Analyst 34","T34-E843","MSH Tanzania"
"11294","34862","Paracetamol","Paracetamol","100","100","Analyst 34","T34-NWVS","MSH Tanzania"
"11295","34459","Quinine ","Vitamin C","100","100","Analyst 34","T34-11SI","MSH Tanzania"
"11296","34910","Quinine ","Quinine ","100","100","Analyst 34","T34-02RY","MSH Tanzania"
"11297","34487","Amoxicillin","Amoxicillin","100","100","Analyst 34","T34-MEQY","MSH Tanzania"
"11298","34883","Quinine ","Quinine ","100","100","Analyst 34","T34-9UUB","MSH Tanzania"
"11299","34856","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 34","T34-7FXJ","MSH Tanzania"
"11300","34527","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 34","T34-RTNR","MSH Tanzania"
"11301","34520","Benzyl Penicillin","Lactose","100","100","Analyst 34","T34-PZVB","MSH Tanzania"
"11302","34582","Amoxicillin","Amoxicillin","100","100","Analyst 34","T34-JLHV","MSH Tanzania"
"11303","34602","Amoxicillin","Vitamin C","100","100","Analyst 34","T34-0DUP","MSH Tanzania"
"11304","30746","Amoxicillin","Vitamin C","100","100","Analyst 34","T34-JXS8","MSH Tanzania"
"11305","30760","Penicillin Procaine","Vitamin C","100","100","Analyst 34","T34-XO7B","MSH Tanzania"
"11306","34600","Amoxicillin","Amoxicillin","100","100","Analyst 34","T34-T382","MSH Tanzania"
"11308","30766","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 34","T34-G2PF","MSH Tanzania"
"11309","34603","Amoxicillin","Amoxicillin","100","100","Analyst 34","T34-G8PS","MSH Tanzania"
"11310","30749","Paracetamol","Paracetamol","100","100","Analyst 34","T34-QAZ1","MSH Tanzania"
"11311","30747","Paracetamol","Paracetamol Starch","100","100","Analyst 34","T34-ZXQA","MSH Tanzania"
"11312","34586","Benzyl Penicillin","Starch","100","100","Analyst 34","T34-Q5V7","MSH Tanzania"
"11313","30755","Paracetamol","Vitamin C","100","100","Analyst 34","T34-QURY","MSH Tanzania"
"11314","30767","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 34","T34-6HOK","MSH Tanzania"
"11315","30752","Paracetamol","Vitamin C","100","100","Analyst 34","T34-2AZ6","MSH Tanzania"
"11316","34576","Amoxicillin","Amoxicillin","100","100","Analyst 34","T34-0CAF","MSH Tanzania"
"11317","34591","Quinine ","Quinine ","100","100","Analyst 34","T34-55MB","MSH Tanzania"
"11318","34618","Paracetamol","Paracetamol","100","100","Analyst 34","T34-IR3Y","MSH Tanzania"
"11319","30759","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 34","T34-S3OF","MSH Tanzania"
"11320","30758","Paracetamol","Vitamin C","100","100","Analyst 34","T34-M9B2","MSH Tanzania"
"11321","30757","Paracetamol","Vitamin C","100","100","Analyst 34","T34-4O60","MSH Tanzania"
"11322","34585","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 34","T34-NVP3","MSH Tanzania"
"11323","30763","Penicillin Procaine","Lactose","100","100","Analyst 34","T34-CXCS","MSH Tanzania"
"11324","34588","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 34","T34-0ARL","MSH Tanzania"
"11325","34589","Quinine ","Vitamin C","100","100","Analyst 34","T34-7PVB","MSH Tanzania"
"11326","34584","Quinine ","Vitamin C","100","100","Analyst 34","T34-PQTF","MSH Tanzania"
"11327","34606","Paracetamol","Paracetamol","100","100","Analyst 34","T34-EVQG","MSH Tanzania"
"11329","30756","Paracetamol","Vitamin C","100","100","Analyst 34","T34-YLHO","MSH Tanzania"
"11331","34601","Amoxicillin","Vitamin C","100","100","Analyst 34","T34-DW48","MSH Tanzania"
"11332","34619","Paracetamol","Paracetamol","100","100","Analyst 34","T34-20ZR","MSH Tanzania"
"11333","30761","Penicillin Procaine","Cellulose","100","100","Analyst 34","T34-ZZWH","MSH Tanzania"
"11334","34577","Amoxicillin","Lactose","100","100","Analyst 34","T34-ZMDG","MSH Tanzania"
"11335","34604","Paracetamol","Paracetamol","100","100","Analyst 34","T34-JX9A","MSH Tanzania"
"11336","30748","Paracetamol","Paracetamol","100","100","Analyst 34","T34-70PA","MSH Tanzania"
"11337","34607","Amoxicillin","Amoxicillin","100","100","Analyst 34","T34-TFS0","MSH Tanzania"
"11338","34590","Quinine ","Vitamin C","100","100","Analyst 34","T34-APYG","MSH Tanzania"
"11339","32452","Paracetamol","Cellulose","100","100","Analyst 34","T34-7OTG","MSH Tanzania"
"11340","30762","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 34","T34-FSGD","MSH Tanzania"
"11342","34578","Amoxicillin","Amoxicillin","100","100","Analyst 34","T34-H4ZM","MSH Tanzania"
"11345","30750","Paracetamol","Paracetamol","100","100","Analyst 34","T34-GTK4","MSH Tanzania"
"11348","34605","Benzyl Penicillin","Vitamin C","100","100","Analyst 34","T34-YAS5","MSH Tanzania"
"11351","30768","Penicillin Procaine","Lactose","100","100","Analyst 34","T34-PETX","MSH Tanzania"
"11352","30765","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 34","T34-DFK5","MSH Tanzania"
"11353","30744","Penicillin Procaine","Vitamin C","100","100","Analyst 34","T34-KON9","MSH Tanzania"
"11356","30764","Penicillin Procaine","Vitamin C","100","100","Analyst 34","T34-9GK3","MSH Tanzania"
"11357","30745","Amoxicillin","Vitamin C","100","100","Analyst 34","T34-EN99","MSH Tanzania"
"11358","34581","Amoxicillin","Amoxicillin","100","100","Analyst 34","T34-VQ3G","MSH Tanzania"
"11359","34579","Benzyl Penicillin","Vitamin C","100","100","Analyst 34","T34-PNK7","MSH Tanzania"
"11360","30751","Paracetamol","Paracetamol Starch","100","100","Analyst 34","T34-0E2L","MSH Tanzania"
"11362","34583","Amoxicillin","Amoxicillin","100","100","Analyst 34","T34-XNYZ","MSH Tanzania"
"11363","30753","Paracetamol","Vitamin C","100","100","Analyst 34","T34-HL46","MSH Tanzania"
"11365","34580","Amoxicillin","Starch","100","100","Analyst 34","T34-87MA","MSH Tanzania"
"11366","33825","Penicillin Procaine","Starch","100","100","Analyst 34","T34-MMVS","MSH Tanzania"
"11367","33907","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 34","T34-JI53","MSH Tanzania"
"11368","33906","Benzyl Penicillin","Lactose","100","100","Analyst 34","T34-YVCK","MSH Tanzania"
"11369","33909","Benzyl Penicillin","Starch","100","100","Analyst 34","T34-KC4E","MSH Tanzania"
"11370","33910","Benzyl Penicillin","Vitamin C","100","100","Analyst 34","T34-4VZG","MSH Tanzania"
"11371","33803","Amoxicillin","Amoxicillin","100","100","Analyst 34","T34-HR79","MSH Tanzania"
"11372","33819","Penicillin Procaine","Vitamin C","100","100","Analyst 34","T34-R0RE","MSH Tanzania"
"11373","33824","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 34","T34-1MOH","MSH Tanzania"
"11374","33934","Paracetamol","Vitamin C","100","100","Analyst 34","T34-1CIE","MSH Tanzania"
"11375","33905","Benzyl Penicillin","Lactose","100","100","Analyst 34","T34-H465","MSH Tanzania"
"11376","33912","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 34","T34-V8VB","MSH Tanzania"
"11377","33911","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 34","T34-T5OG","MSH Tanzania"
"11378","33908","Benzyl Penicillin","Vitamin C","100","100","Analyst 34","T34-QTHN","MSH Tanzania"
"11379","33935","Paracetamol","Vitamin C","100","100","Analyst 34","T34-1TVG","MSH Tanzania"
"11380","33822","Penicillin Procaine","Benzyl Penicillin","100","100","Analyst 34","T34-ZNM0","MSH Tanzania"
"11381","33820","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 34","T34-UMRZ","MSH Tanzania"
"11382","33916","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 34","T34-AL3G","MSH Tanzania"
"11383","33757","Amoxicillin","Lactose","100","100","Analyst 34","T34-T5IF","MSH Tanzania"
"11384","33807","Amoxicillin","Cellulose","100","100","Analyst 34","T34-OHK0","MSH Tanzania"
"11385","33758","Quinine ","Quinine ","100","100","Analyst 34","T34-ZYTO","MSH Tanzania"
"11386","33751","Quinine ","Quinine ","100","100","Analyst 34","T34-X13J","MSH Tanzania"
"11387","33933","Penicillin Procaine","Starch","100","100","Analyst 34","T34-VZO0","MSH Tanzania"
"11388","33917","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 34","T34-RHB0","MSH Tanzania"
"11389","33918","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 34","T34-L1JP","MSH Tanzania"
"11390","33919","Penicillin Procaine","Lactose","100","100","Analyst 34","T34-RILA","MSH Tanzania"
"11391","33759","Quinine ","Quinine ","100","100","Analyst 34","T34-2B60","MSH Tanzania"
"11392","33748","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 34","T34-0NRN","MSH Tanzania"
"11393","33806","Amoxicillin","Vitamin C","100","100","Analyst 34","T34-20RO","MSH Tanzania"
"11394","33818","Amoxicillin","Vitamin C","100","100","Analyst 34","T34-7PI5","MSH Tanzania"
"11395","33749","Quinine ","Quinine ","100","100","Analyst 34","T34-AMCX","MSH Tanzania"
"11396","33756","Quinine ","Quinine ","100","100","Analyst 34","T34-IS8G","MSH Tanzania"
"11397","33804","Amoxicillin","Amoxicillin","100","100","Analyst 34","T34-TIJP","MSH Tanzania"
"11398","33816","Amoxicillin","Amoxicillin","100","100","Analyst 34","T34-5XA8","MSH Tanzania"
"11399","33800","Quinine ","Vitamin C","100","100","Analyst 34","T34-N5GV","MSH Tanzania"
"11400","33802","Quinine ","Cellulose","100","100","Analyst 34","T34-OHAC","MSH Tanzania"
"11401","33750","Quinine ","Quinine ","100","100","Analyst 34","T34-YV69","MSH Tanzania"
"11402","33817","Quinine ","Quinine ","100","100","Analyst 34","T34-6UF5","MSH Tanzania"
"11403","33805","Amoxicillin","Amoxicillin","100","100","Analyst 34","T34-SER2","MSH Tanzania"
"11404","33801","Quinine ","Lactose","100","100","Analyst 34","T34-UX41","MSH Tanzania"
"11405","33913","Benzyl Penicillin","Vitamin C","100","100","Analyst 34","T34-EJZF","MSH Tanzania"
"11406","33914","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 34","T34-E772","MSH Tanzania"
"11407","33948","Paracetamol","Paracetamol","100","100","Analyst 34","T34-T51E","MSH Tanzania"
"11408","33821","Penicillin Procaine","Lactose","100","100","Analyst 34","T34-TX9D","MSH Tanzania"
"11409","33894","Benzyl Penicillin","Vitamin C","100","100","Analyst 34","T34-AEN0","MSH Tanzania"
"11410","33893","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 34","T34-BY85","MSH Tanzania"
"11411","33932","Penicillin Procaine","Lactose","100","100","Analyst 34","T34-C94X","MSH Tanzania"
"11412","33904","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 34","T34-YB1E","MSH Tanzania"
"11413","33895","Benzyl Penicillin","Lactose","100","100","Analyst 34","T34-KVPU","MSH Tanzania"
"11414","33949","Paracetamol","Paracetamol","100","100","Analyst 34","T34-NB5M","MSH Tanzania"
"11415","33915","Paracetamol","Paracetamol","100","100","Analyst 34","T34-M0JR","MSH Tanzania"
"11416","32430","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 34","T34T-JOG1","MSH Tanzania"
"11417","32709","Paracetamol","Paracetamol Starch","100","100","Analyst 34","T34T-0RGV","MSH Tanzania"
"11418","32708","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 34","T34T-Z9O0","MSH Tanzania"
"11419","32718","Benzyl Penicillin","Lactose","100","100","Analyst 34","T34T-3FU9","MSH Tanzania"
"11420","30387","Amoxicillin","Amoxicillin","100","100","Analyst 34","T34T-O5T0","MSH Tanzania"
"11421","32744","Amoxicillin","Cellulose","100","100","Analyst 34","T34T-2MFJ","MSH Tanzania"
"11422","32717","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 34","T34T-F8QZ","MSH Tanzania"
"11423","30386","Quinine","Vitamin C","100","100","Analyst 34","T34T-49AF","MSH Tanzania"
"11424","32711","Paracetamol","Paracetamol","100","100","Analyst 34","T34T-V1DI","MSH Tanzania"
"11425","32710","Quinine","Quinine","100","100","Analyst 34","T34T-4RDD","MSH Tanzania"
"11426","34846","Penicillin Procaine","Starch","100","100","Analyst 33","T33-9VDY","MSH Tanzania"
"11428","34830","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 33","T33-TQN1","MSH Tanzania"
"11429","34829","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 33","T33-JASH","MSH Tanzania"
"11430","34843","Penicillin Procaine","Vitamin C","100","100","Analyst 33","T33-6PYF","MSH Tanzania"
"11431","34828","Penicillin Procaine","Lactose","100","100","Analyst 33","T33-L3EV","MSH Tanzania"
"11432","34836","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 33","T33-JZ0H","MSH Tanzania"
"11433","34838","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 33","T33-70N6","MSH Tanzania"
"11434","34824","Penicillin Procaine","Starch","100","100","Analyst 33","T33-N2QL","MSH Tanzania"
"11435","34845","Penicillin Procaine","Starch","100","100","Analyst 33","T33-4WF5","MSH Tanzania"
"11436","34831","Penicillin Procaine","Benzyl Penicillin","100","100","Analyst 33","T33-HNXN","MSH Tanzania"
"11437","34837","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 33","T33-BGZN","MSH Tanzania"
"11438","34827","Penicillin Procaine","Lactose","100","100","Analyst 33","T33-35KW","MSH Tanzania"
"11439","32193","Quinine ","Cellulose","100","100","Analyst 33","T33-WEED","MSH Tanzania"
"11440","32188","Paracetamol","Paracetamol","100","100","Analyst 33","T33-OTZD","MSH Tanzania"
"11441","34834","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 33","T33-8E0A","MSH Tanzania"
"11442","34874","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 33","T33-U20H","MSH Tanzania"
"11443","32192","Quinine ","Vitamin C","100","100","Analyst 33","T33-URKX","MSH Tanzania"
"11444","34832","Benzyl Penicillin","Penicillin Procaine","100","100","Analyst 33","T33-E7I5","MSH Tanzania"
"11445","32187","Paracetamol","Paracetamol","100","100","Analyst 33","T33-02D5","MSH Tanzania"
"11446","32186","Paracetamol","Lactose","100","100","Analyst 33","T33-BQ0H","MSH Tanzania"
"11447","34833","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 33","T33-VX48","MSH Tanzania"
"11448","32200","Quinine ","Quinine ","100","100","Analyst 33","T33-HVPN","MSH Tanzania"
"11449","34844","Benzyl Penicillin","Vitamin C","100","100","Analyst 33","T33-ZN7H","MSH Tanzania"
"11450","32198","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 33","T33-YVHF","MSH Tanzania"
"11451","34875","Benzyl Penicillin","Vitamin C","100","100","Analyst 33","T33-217U","MSH Tanzania"
"11452","32184","Benzyl Penicillin","Vitamin C","100","100","Analyst 33","T33-OSP5","MSH Tanzania"
"11453","32215","Quinine ","Quinine ","100","100","Analyst 33","T33-9UQ2","MSH Tanzania"
"11454","34841","Amoxicillin","Amoxicillin","100","100","Analyst 33","T33-QTAG","MSH Tanzania"
"11455","32208","Quinine ","Quinine ","100","100","Analyst 33","T33-F7ON","MSH Tanzania"
"11456","32211","Quinine ","Quinine ","100","100","Analyst 33","T33-FWIH","MSH Tanzania"
"11457","32209","Quinine ","Quinine ","100","100","Analyst 33","T33-6TUY","MSH Tanzania"
"11458","32213","Quinine ","Lactose","100","100","Analyst 33","T33-H7TX","MSH Tanzania"
"11459","32190","Quinine ","Quinine ","100","100","Analyst 33","T33-V6TQ","MSH Tanzania"
"11460","34842","Amoxicillin","Starch","100","100","Analyst 33","T33-UVUL","MSH Tanzania"
"11461","32202","Quinine ","Quinine ","100","100","Analyst 33","T33-DEQK","MSH Tanzania"
"11462","32214","Quinine ","Quinine ","100","100","Analyst 33","T33-6KC8","MSH Tanzania"
"11463","34847","Amoxicillin","Vitamin C","100","100","Analyst 33","T33-A9I7","MSH Tanzania"
"11464","32210","Quinine ","Lactose","100","100","Analyst 33","T33-BVYU","MSH Tanzania"
"11465","32196","Paracetamol","Paracetamol","100","100","Analyst 33","T33-F64D","MSH Tanzania"
"11466","32185","Paracetamol","Cellulose","100","100","Analyst 33","T33-8EGR","MSH Tanzania"
"11467","32212","Quinine ","Starch","100","100","Analyst 33","T33-9LDR","MSH Tanzania"
"11468","34840","Amoxicillin","Vitamin C","100","100","Analyst 33","T33-GETE","MSH Tanzania"
"11469","32203","Quinine ","Vitamin C","100","100","Analyst 33","T33-T2YN","MSH Tanzania"
"11470","32197","Quinine ","Quinine ","100","100","Analyst 33","T33-SA4N","MSH Tanzania"
"11471","32201","Quinine ","Quinine ","100","100","Analyst 33","T33-VAKB","MSH Tanzania"
"11472","32189","Quinine ","Vitamin C","100","100","Analyst 33","T33-OBPB","MSH Tanzania"
"11473","34825","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 33","T33-QK0Y","MSH Tanzania"
"11474","34826","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 33","T33-W8UX","MSH Tanzania"
"11475","34839","Penicillin Procaine","Lactose","100","100","Analyst 33","T33-NN9F","MSH Tanzania"
"11476","32194","Quinine ","Cellulose","100","100","Analyst 33","T33-A4RK","MSH Tanzania"
"11477","32098","Paracetamol","Paracetamol Starch","100","100","Analyst 33","T33-0TDJ","MSH Tanzania"
"11478","32120","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 33","T33-1IST","MSH Tanzania"
"11479","32961","Benzyl Penicillin","Lactose","100","100","Analyst 33","T33-KAJ2","MSH Tanzania"
"11480","32964","Paracetamol","Paracetamol","100","100","Analyst 33","T33-OJ6V","MSH Tanzania"
"11481","34726","Amoxicillin","Vitamin C","100","100","Analyst 33","T33-Z3AE","MSH Tanzania"
"11482","34754","Amoxicillin","Amoxicillin","100","100","Analyst 33","T33-GSFK","MSH Tanzania"
"11483","32100","Paracetamol","Paracetamol","100","100","Analyst 33","T33-EDF5","MSH Tanzania"
"11484","34637","Quinine ","Quinine ","100","100","Analyst 33","T33-1KC3","MSH Tanzania"
"11485","32097","Paracetamol","Paracetamol","100","100","Analyst 33","T33-T33UV","MSH Tanzania"
"11486","32962","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 33","T33-AEGQ","MSH Tanzania"
"11487","34720","Amoxicillin","Vitamin C","100","100","Analyst 33","T33-R22O","MSH Tanzania"
"11488","32963","Paracetamol","Paracetamol","100","100","Analyst 33","T33-8C0B","MSH Tanzania"
"11489","32094","Paracetamol","Paracetamol","100","100","Analyst 33","T33-1DZ9","MSH Tanzania"
"11490","32117","Paracetamol","Lactose","100","100","Analyst 33","T33-7999","MSH Tanzania"
"11491","32095","Paracetamol","Paracetamol Starch","100","100","Analyst 33","T33-9UGD","MSH Tanzania"
"11492","32096","Paracetamol","Lactose","100","100","Analyst 33","T33-5QJA","MSH Tanzania"
"11493","32121","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 33","T33-HAPH","MSH Tanzania"
"11494","34752","Amoxicillin","Vitamin C","100","100","Analyst 33","T33-EYY4","MSH Tanzania"
"11495","32118","Benzyl Penicillin","Vitamin C","100","100","Analyst 33","T33-H00H","MSH Tanzania"
"11496","34632","Amoxicillin","Amoxicillin","100","100","Analyst 33","T33-RM3A","MSH Tanzania"
"11497","34639","Amoxicillin","Starch","100","100","Analyst 33","T33-1GC7","MSH Tanzania"
"11498","32960","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 33","T33-J674","MSH Tanzania"
"11499","34724","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 33","T33-GZGC","MSH Tanzania"
"11500","34758","Amoxicillin","Vitamin C","100","100","Analyst 33","T33-CXN3","MSH Tanzania"
"11501","34633","Amoxicillin","Amoxicillin","100","100","Analyst 33","T33-SDE5","MSH Tanzania"
"11502","32092","Paracetamol","Paracetamol","100","100","Analyst 33","T33-EW3E","MSH Tanzania"
"11503","34721","Amoxicillin","Amoxicillin","100","100","Analyst 33","T33-YZWN","MSH Tanzania"
"11504","34771","Amoxicillin","Amoxicillin","100","100","Analyst 33","T33-UVSY","MSH Tanzania"
"11505","34636","Amoxicillin","Lactose","100","100","Analyst 33","T33-YGIJ","MSH Tanzania"
"11506","34755","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 33","T33-IX1B","MSH Tanzania"
"11507","32091","Paracetamol","Paracetamol","100","100","Analyst 33","T33-JW5E","MSH Tanzania"
"11508","32102","Amoxicillin","Amoxicillin","100","100","Analyst 33","T33-5V78","MSH Tanzania"
"11509","34756","Amoxicillin","Lactose","100","100","Analyst 33","T33-JZTB","MSH Tanzania"
"11510","32116","Paracetamol","Vitamin C","100","100","Analyst 33","T33-U1L6","MSH Tanzania"
"11511","34759","Penicillin Procaine","Cellulose","100","100","Analyst 33","T33-KJLX","MSH Tanzania"
"11513","34753","Amoxicillin","Amoxicillin","100","100","Analyst 33","T33-0PLR","MSH Tanzania"
"11514","34638","Quinine ","Vitamin C","100","100","Analyst 33","T33-A3D3","MSH Tanzania"
"11515","34757","Amoxicillin","Amoxicillin","100","100","Analyst 33","T33-GD6A","MSH Tanzania"
"11516","34723","Amoxicillin","Amoxicillin","100","100","Analyst 33","T33-4AJI","MSH Tanzania"
"11519","32101","Amoxicillin","Vitamin C","100","100","Analyst 33","T33-E75V","MSH Tanzania"
"11520","34768","Amoxicillin","Amoxicillin","100","100","Analyst 33","T33-H8DK","MSH Tanzania"
"11522","34770","Amoxicillin","Amoxicillin","100","100","Analyst 33","T33-7VGC","MSH Tanzania"
"11523","32122","Penicillin Procaine","Vitamin C","100","100","Analyst 33","T33-1PMG","MSH Tanzania"
"11524","34722","Amoxicillin","Vitamin C","100","100","Analyst 33","T33-EITC","MSH Tanzania"
"11527","32113","Paracetamol","Paracetamol","100","100","Analyst 33","T33-LO5W","MSH Tanzania"
"11528","32093","Paracetamol","Cellulose","100","100","Analyst 33","T33-EZFU","MSH Tanzania"
"11529","32112","Paracetamol","Paracetamol","100","100","Analyst 33","T33-ZRRF","MSH Tanzania"
"11530","34769","Amoxicillin","Amoxicillin","100","100","Analyst 33","T33-X08G","MSH Tanzania"
"11531","34725","Amoxicillin","Starch","100","100","Analyst 33","T33-SDJE","MSH Tanzania"
"11532","34972","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 33","T33-DSOA","MSH Tanzania"
"11533","34948","Quinine ","Quinine ","100","100","Analyst 33","T33-I6LA","MSH Tanzania"
"11534","34967","Quinine ","Starch","100","100","Analyst 33","T33-NXVV","MSH Tanzania"
"11535","33740","Paracetamol","Starch","100","100","Analyst 33","T33-Y4W0","MSH Tanzania"
"11536","34963","Quinine ","Lactose","100","100","Analyst 33","T33-HJ6Z","MSH Tanzania"
"11537","34969","Benzyl Penicillin","Vitamin C","100","100","Analyst 33","T33-CZSK","MSH Tanzania"
"11538","34970","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 33","T33-GVEB","MSH Tanzania"
"11539","34975","Benzyl Penicillin","Starch","100","100","Analyst 33","T33-ZBV9","MSH Tanzania"
"11540","34961","Benzyl Penicillin","Lactose","100","100","Analyst 33","T33-GA9T","MSH Tanzania"
"11541","34947","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 33","T33-AI7A","MSH Tanzania"
"11542","34950","Quinine ","Vitamin C","100","100","Analyst 33","T33-WTWQ","MSH Tanzania"
"11543","34962","Quinine ","Lactose","100","100","Analyst 33","T33-QG8J","MSH Tanzania"
"11544","33781","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 33","T33-1B3G","MSH Tanzania"
"11545","33769","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 33","T33-BCW7","MSH Tanzania"
"11546","33780","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 33","T33-N8JG","MSH Tanzania"
"11547","33779","Penicillin Procaine","Vitamin C","100","100","Analyst 33","T33-HRUZ","MSH Tanzania"
"11548","33777","Penicillin Procaine","Vitamin C","100","100","Analyst 33","T33-Z8HI","MSH Tanzania"
"11549","33773","Penicillin Procaine","Vitamin C","100","100","Analyst 33","T33-A8UV","MSH Tanzania"
"11550","33772","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 33","T33-XD1F","MSH Tanzania"
"11551","33771","Penicillin Procaine","Vitamin C","100","100","Analyst 33","T33-GHTE","MSH Tanzania"
"11552","34951","Benzyl Penicillin","Starch","100","100","Analyst 33","T33-T5OP","MSH Tanzania"
"11553","33776","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 33","T33-6RXG","MSH Tanzania"
"11554","33743","Paracetamol","Paracetamol","100","100","Analyst 33","T33-I4RM","MSH Tanzania"
"11555","33778","Penicillin Procaine","Cellulose","100","100","Analyst 33","T33-8KXF","MSH Tanzania"
"11556","33795","Paracetamol","Paracetamol","100","100","Analyst 33","T33-K57J","MSH Tanzania"
"11557","34635","Quinine ","Quinine ","100","100","Analyst 33","T33-HAZI","MSH Tanzania"
"11558","33799","Penicillin Procaine","Penicillin Procaine","100","100","Analyst 33","T33-13DZ","MSH Tanzania"
"11559","34792","Quinine ","Quinine ","100","100","Analyst 33","T33-3AGW","MSH Tanzania"
"11560","33770","Amoxicillin","Vitamin C","100","100","Analyst 33","T33-DE1O","MSH Tanzania"
"11561","34960","Benzyl Penicillin","Vitamin C","100","100","Analyst 33","T33-UES5","MSH Tanzania"
"11562","33798","Paracetamol","Vitamin C","100","100","Analyst 33","T33-155Q","MSH Tanzania"
"11563","34971","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 33","T33-827N","MSH Tanzania"
"11564","34944","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 33","T33-25HP","MSH Tanzania"
"11565","34634","Quinine ","Quinine ","100","100","Analyst 33","T33-C2CQ","MSH Tanzania"
"11566","34946","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 33","T33-EOAD","MSH Tanzania"
"11567","34945","Benzyl Penicillin","Lactose","100","100","Analyst 33","T33-P7H4","MSH Tanzania"
"11568","33742","Paracetamol","Paracetamol","100","100","Analyst 33","T33-EVGO","MSH Tanzania"
"11569","34973","Benzyl Penicillin","Lactose","100","100","Analyst 33","T33-GX7I","MSH Tanzania"
"11570","33741","Paracetamol","Paracetamol Starch","100","100","Analyst 33","T33-ZF1M","MSH Tanzania"
"11571","33796","Paracetamol","Vitamin C","100","100","Analyst 33","T33-X22J","MSH Tanzania"
"11572","33768","Amoxicillin","Lactose","100","100","Analyst 33","T33-TXX2","MSH Tanzania"
"11573","34793","Quinine ","Quinine ","100","100","Analyst 33","T33-HAZD","MSH Tanzania"
"11574","34949","Quinine ","Vitamin C","100","100","Analyst 33","T33-VXDP","MSH Tanzania"
"11575","33735","Paracetamol","Starch","100","100","Analyst 33","T33-3W0O","MSH Tanzania"
"11576","34974","Benzyl Penicillin","Benzyl Penicillin","100","100","Analyst 33","T33-INTB","MSH Tanzania"
